,NAME,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001,county,state,zip code tabulation area (or part)
1704,"ZCTA5 72823, ArkansasKeith County, Nebraska",15133.0,14384.0,135.0,97.0,43.0,7.0,210.0,257.0,14500.0,86.9,85.7,88.2,6363.0,4.78,3450.0,,0531,
1705,"ZCTA5 72824, ArkansasKeya Paha County, Nebraska",2700.0,2335.0,28.0,14.0,82.0,9.0,197.0,35.0,2341.0,86.1,87.2,85.0,1042.0,5.0,723.0,,0531,
1706,"ZCTA5 72826, ArkansasKimball County, Nebraska",3868.0,3643.0,6.0,52.0,27.0,2.0,67.0,71.0,3624.0,83.8,81.9,86.3,1688.0,5.39,869.0,,0531,
1707,"ZCTA5 72827, ArkansasNuckolls County, Nebraska",4687.0,4567.0,6.0,11.0,9.0,0.0,31.0,63.0,4590.0,102.2,102.3,100.4,2164.0,4.34,983.0,,0531,
1708,"ZCTA5 72828, ArkansasLancaster County, Nebraska",285521.0,248721.0,9920.0,2142.0,9964.0,150.0,6736.0,7888.0,268835.0,80.30000000000001,77.9,85.1,113422.0,4.73,65918.0,,0531,
1709,"ZCTA5 72830, ArkansasLincoln County, Nebraska",51184.0,46497.0,561.0,332.0,305.0,20.0,2677.0,792.0,45867.0,73.7,71.2,76.4,20603.0,4.95,12949.0,,0531,
1710,"ZCTA5 72832, ArkansasLogan County, Nebraska",1686.0,1624.0,1.0,19.0,1.0,0.0,19.0,22.0,1640.0,84.69999999999999,84.1,85.5,710.0,4.75,409.0,,0531,
1711,"ZCTA5 72837, ArkansasLoup County, Nebraska",8477.0,8112.0,14.0,116.0,22.0,1.0,47.0,165.0,8307.0,89.5,88.4,90.3,3380.0,4.83,1952.0,,0531,
1712,"ZCTA5 72769, ArkansasMcPherson County, Nebraska",1701.0,1449.0,3.0,45.0,99.0,0.0,43.0,62.0,1630.0,81.0,77.80000000000001,84.2,617.0,5.41,466.0,,0531,
1713,"ZCTA5 72773, ArkansasMadison County, Nebraska",35829.0,31659.0,444.0,416.0,170.0,16.0,2500.0,624.0,31298.0,77.30000000000001,74.8,80.0,14307.0,5.02,8959.0,,0531,
1714,"ZCTA5 72833, ArkansasMerrick County, Nebraska",12229.0,11020.0,72.0,53.0,136.0,6.0,773.0,169.0,10558.0,77.6,75.3,80.4,4609.0,5.32,3220.0,,0531,
1715,"ZCTA5 72834, ArkansasMorrill County, Nebraska",15607.0,13873.0,216.0,116.0,93.0,2.0,1029.0,278.0,12893.0,80.69999999999999,78.30000000000001,83.4,5995.0,5.05,3961.0,,0531,
1716,"ZCTA5 72835, ArkansasNemaha County, Nebraska",8171.0,7878.0,64.0,38.0,39.0,2.0,60.0,90.0,8005.0,86.8,85.0,88.4,3347.0,4.63,1767.0,,0531,
1717,"ZCTA5 72838, ArkansasNance County, Nebraska",3850.0,3769.0,12.0,11.0,2.0,0.0,19.0,37.0,3783.0,96.2,93.0,98.9,1577.0,4.57,896.0,,0531,
1718,"ZCTA5 72839, ArkansasPlatte County, Nebraska",32479.0,29254.0,148.0,221.0,151.0,12.0,2213.0,480.0,28027.0,90.0,87.19999999999999,92.9,12771.0,4.65,8554.0,,0531,
1719,"ZCTA5 72840, ArkansasOtoe County, Nebraska",17889.0,16942.0,92.0,61.0,84.0,18.0,479.0,213.0,16853.0,81.6,79.9,83.4,7179.0,5.05,4343.0,,0531,
1720,"ZCTA5 72841, ArkansasPawnee County, Nebraska",3000.0,2923.0,10.0,4.0,11.0,1.0,10.0,41.0,2961.0,96.8,96.3,94.0,1319.0,4.77,665.0,,0531,
1721,"ZCTA5 72842, ArkansasPerkins County, Nebraska",4448.0,4228.0,14.0,15.0,41.0,0.0,128.0,22.0,4216.0,87.19999999999999,82.8,91.6,1834.0,4.84,1068.0,,0531,
1722,"ZCTA5 72843, ArkansasPhelps County, Nebraska",11462.0,11080.0,13.0,52.0,32.0,5.0,137.0,143.0,11042.0,81.9,78.9,85.0,4665.0,4.9399999999999995,2830.0,,0531,
1723,"ZCTA5 72845, ArkansasPierce County, Nebraska",8482.0,8294.0,22.0,31.0,24.0,0.0,50.0,61.0,8359.0,83.5,80.4,85.7,3399.0,4.95,2149.0,,0531,
1724,"ZCTA5 72846, ArkansasScotts Bluff County, Nebraska",40883.0,36016.0,221.0,821.0,232.0,21.0,2775.0,797.0,32977.0,77.8,75.69999999999999,80.1,16453.0,4.949999999999999,10085.0,,0531,
1725,"ZCTA5 72847, ArkansasPolk County, Nebraska",8256.0,8021.0,21.0,36.0,13.0,2.0,49.0,114.0,8052.0,88.0,87.9,88.69999999999999,3340.0,4.92,1927.0,,0531,
1726,"ZCTA5 72851, ArkansasRed Willow County, Nebraska",11627.0,11139.0,81.0,57.0,65.0,1.0,159.0,125.0,11157.0,84.69999999999999,82.19999999999999,87.0,4893.0,4.78,2670.0,,0531,
1727,"ZCTA5 72852, ArkansasRichardson County, Nebraska",8678.0,8188.0,16.0,253.0,27.0,1.0,31.0,162.0,8564.0,98.2,97.30000000000001,99.2,3863.0,4.38,1856.0,,0531,
1728,"ZCTA5 72853, ArkansasRock County, Nebraska",3743.0,3515.0,16.0,41.0,14.0,0.0,116.0,41.0,3467.0,86.9,86.0,87.8,1533.0,4.79,924.0,,0531,
1729,"ZCTA5 72854, ArkansasSaline County, Nebraska",14903.0,12454.0,126.0,58.0,227.0,16.0,1781.0,241.0,12022.0,84.4,84.69999999999999,83.6,5437.0,4.869999999999999,3606.0,,0531,
1730,"ZCTA5 72855, ArkansasSarpy County, Nebraska",165154.0,144729.0,6508.0,776.0,3443.0,169.0,4470.0,5059.0,153477.0,76.8,73.19999999999999,79.8,60693.0,5.09,47117.0,,0531,
1731,"ZCTA5 72856, ArkansasSaunders County, Nebraska",21244.0,20632.0,71.0,66.0,83.0,1.0,150.0,241.0,20825.0,89.8,87.4,91.9,8246.0,4.79,5476.0,,0531,
1732,"ZCTA5 72857, ArkansasSherman County, Nebraska",4582.0,4506.0,5.0,11.0,15.0,2.0,15.0,28.0,4524.0,94.0,91.9,96.1,2015.0,4.460000000000001,999.0,,0531,
1733,"ZCTA5 72858, ArkansasValley County, Nebraska",7438.0,7112.0,17.0,29.0,30.0,1.0,140.0,109.0,7208.0,82.1,80.4,84.0,3074.0,4.949999999999999,1796.0,,0531,
1734,"ZCTA5 72860, ArkansasSioux County, Nebraska",1686.0,1611.0,1.0,5.0,1.0,0.0,44.0,24.0,1610.0,92.4,92.6,92.3,739.0,4.58,371.0,,0531,
1735,"ZCTA5 72863, ArkansasStanton County, Nebraska",7711.0,7315.0,51.0,39.0,32.0,1.0,179.0,94.0,7409.0,79.30000000000001,78.9,79.80000000000001,3016.0,5.08,2089.0,,0531,
1736,"ZCTA5 72865, ArkansasThayer County, Nebraska",6594.0,6382.0,32.0,18.0,63.0,1.0,32.0,66.0,6490.0,85.9,79.1,91.30000000000001,2750.0,4.84,1518.0,,0531,
1737,"ZCTA5 72908, ArkansasThomas County, Nebraska",14025.0,11704.0,666.0,275.0,590.0,6.0,245.0,539.0,13380.0,84.0,81.9,87.6,5747.0,4.66,3506.0,,0531,
1738,"ZCTA5 72901, ArkansasThurston County, Nebraska",28531.0,18315.0,1897.0,4467.0,602.0,14.0,2206.0,1030.0,24811.0,64.0,60.8,67.2,11032.0,5.529999999999999,7808.0,,0531,
1739,"ZCTA5 72903, ArkansasSeward County, Nebraska",42898.0,37074.0,1655.0,499.0,990.0,35.0,1525.0,1120.0,40123.0,76.2,71.1,80.9,17521.0,4.720000000000001,9479.0,,0531,
1740,"ZCTA5 72904, ArkansasSheridan County, Nebraska",27362.0,14474.0,3556.0,903.0,2114.0,52.0,4955.0,1308.0,19802.0,77.2,74.30000000000001,80.2,9930.0,5.13,8168.0,,0531,
1741,"ZCTA5 72916, ArkansasWashington County, Nebraska",27365.0,25894.0,262.0,151.0,490.0,8.0,210.0,350.0,26729.0,82.8,81.0,84.5,10549.0,5.1,6775.0,,0531,
1742,"ZCTA5 72921, ArkansasWayne County, Nebraska",23382.0,21926.0,284.0,243.0,113.0,21.0,363.0,432.0,22550.0,65.9,64.4,67.4,8673.0,5.029999999999999,5659.0,,0531,
1743,"ZCTA5 72923, ArkansasWebster County, Nebraska",8547.0,7698.0,115.0,105.0,234.0,13.0,166.0,216.0,8100.0,87.5,84.69999999999999,90.6,3546.0,4.63,1916.0,,0531,
1744,"ZCTA5 72926, ArkansasWheeler County, Nebraska",1363.0,1297.0,1.0,21.0,4.0,0.0,20.0,20.0,1334.0,94.9,95.6,94.5,579.0,4.72,300.0,,0531,
1745,"ZCTA5 72927, ArkansasYork County, Nebraska",22366.0,21144.0,220.0,158.0,138.0,8.0,365.0,333.0,21547.0,82.6,79.4,85.7,8872.0,4.88,5238.0,,0531,
1746,"ZCTA5 72928, ArkansasClark County, Nevada",1952024.0,1188833.0,204379.0,14425.0,168841.0,13635.0,262512.0,99399.0,1383365.0,76.0,74.5,77.7,715660.0,5.26,488793.0,,0532,
1747,"ZCTA5 72930, ArkansasDouglas County, Nevada",47317.0,42430.0,201.0,898.0,738.0,66.0,1506.0,1478.0,42212.0,92.0,91.9,91.9,19774.0,4.699999999999999,9553.0,,0532,
1748,"ZCTA5 72932, ArkansasChurchill County, Nevada",26474.0,21846.0,403.0,1191.0,668.0,51.0,1199.0,1116.0,23439.0,76.8,76.0,77.69999999999999,10248.0,5.3,6707.0,,0532,
1749,"ZCTA5 72933, ArkansasLincoln County, Nevada",10344.0,9582.0,148.0,132.0,84.0,17.0,150.0,231.0,9903.0,81.1,77.5,84.4,3925.0,5.1,2664.0,,0532,
1750,"ZCTA5 72934, ArkansasElko County, Nevada",49865.0,39740.0,379.0,2620.0,448.0,69.0,5026.0,1583.0,38694.0,76.8,76.69999999999999,76.8,17865.0,5.25,14472.0,,0532,
1751,"ZCTA5 72935, ArkansasEsmeralda County, Nevada",1360.0,1217.0,0.0,46.0,4.0,0.0,53.0,40.0,1221.0,91.8,92.19999999999999,91.69999999999999,601.0,4.73,282.0,,0532,
1752,"ZCTA5 72936, ArkansasEureka County, Nevada",16514.0,15353.0,41.0,374.0,143.0,2.0,226.0,375.0,15800.0,79.19999999999999,80.3,77.5,6277.0,5.029999999999999,4474.0,,0532,
1753,"ZCTA5 72937, ArkansasHumboldt County, Nevada",20386.0,16686.0,90.0,783.0,135.0,21.0,2112.0,559.0,16293.0,77.6,76.9,78.3,7789.0,5.17,5474.0,,0532,
1754,"ZCTA5 72938, ArkansasLander County, Nevada",7166.0,6140.0,25.0,276.0,48.0,1.0,509.0,167.0,5919.0,79.4,78.9,80.1,2757.0,5.16,1927.0,,0532,
1755,"ZCTA5 72940, ArkansasCarson City, Nevada",57789.0,47177.0,1056.0,1350.0,1195.0,101.0,5222.0,1688.0,45962.0,84.1,82.4,86.4,22433.0,4.91,12413.0,,0532,
1756,"ZCTA5 72941, ArkansasLyon County, Nevada",57231.0,49101.0,444.0,1392.0,743.0,132.0,3377.0,2042.0,49429.0,79.3,78.0,80.5,21796.0,5.25,14280.0,,0532,
1757,"ZCTA5 72943, ArkansasMineral County, Nevada",7418.0,5929.0,210.0,780.0,117.0,6.0,116.0,260.0,6936.0,88.80000000000001,89.2,88.4,3240.0,4.76,1589.0,,0532,
1758,"ZCTA5 72947, ArkansasNye County, Nevada",48379.0,41980.0,895.0,780.0,596.0,211.0,2281.0,1636.0,42350.0,91.1,90.19999999999999,91.8,19798.0,4.91,10118.0,,0532,
1759,"ZCTA5 72944, ArkansasPershing County, Nevada",9672.0,8172.0,272.0,264.0,168.0,8.0,498.0,290.0,8062.0,79.7,79.6,79.8,3121.0,5.119999999999999,2088.0,,0532,
1760,"ZCTA5 72945, ArkansasStorey County, Nevada",4324.0,3990.0,41.0,66.0,69.0,16.0,45.0,97.0,4081.0,85.5,86.0,82.80000000000001,1858.0,5.01,794.0,,0532,
1761,"ZCTA5 72946, ArkansasWashoe County, Nevada",425061.0,327549.0,9821.0,7302.0,21793.0,2542.0,40042.0,16012.0,331305.0,79.3,77.19999999999999,81.30000000000001,164931.0,5.01,100175.0,,0532,
1762,"ZCTA5 72948, ArkansasWhite Pine County, Nevada",10548.0,9047.0,395.0,440.0,98.0,10.0,279.0,279.0,9216.0,85.0,84.9,84.1,3910.0,4.92,2295.0,,0532,
1763,"ZCTA5 72949, ArkansasHillsborough County, New Hampshire",410898.0,371813.0,8394.0,1063.0,13043.0,153.0,8330.0,8102.0,389434.0,78.3,76.2,80.4,159392.0,5.029999999999999,96580.0,,0533,
1764,"ZCTA5 71921, ArkansasCoos County, New Hampshire",36707.0,35510.0,165.0,156.0,194.0,1.0,146.0,535.0,36179.0,85.1,83.4,86.9,15572.0,4.8,7171.0,,0533,
1765,"ZCTA5 71901, ArkansasGrafton County, New Hampshire",118609.0,106736.0,4851.0,541.0,2851.0,25.0,1176.0,2429.0,115263.0,82.30000000000001,79.7,85.1,48065.0,4.6,23173.0,,0533,
1766,"ZCTA5 71909, ArkansasBelknap County, New Hampshire",75596.0,73075.0,436.0,186.0,760.0,15.0,215.0,909.0,74612.0,110.60000000000001,110.3,110.8,32421.0,4.390000000000001,13901.0,,0533,
1767,"ZCTA5 71913, ArkansasCarroll County, New Hampshire",91254.0,84348.0,3292.0,389.0,664.0,33.0,967.0,1561.0,88435.0,92.3,89.69999999999999,94.6,40178.0,4.5,17773.0,,0533,
1768,"ZCTA5 71922, ArkansasCheshire County, New Hampshire",77246.0,74357.0,398.0,193.0,922.0,19.0,275.0,1082.0,76154.0,89.2,93.4,86.9,30263.0,4.59,15135.0,,0533,
1769,"ZCTA5 71923, ArkansasSullivan County, New Hampshire",59379.0,53581.0,4088.0,193.0,364.0,8.0,293.0,852.0,58441.0,76.9,73.9,79.69999999999999,24292.0,4.65,12211.0,,0533,
1770,"ZCTA5 71929, ArkansasMerrimack County, New Hampshire",150932.0,143905.0,1557.0,417.0,2338.0,41.0,543.0,2131.0,148457.0,82.9,80.6,84.7,58876.0,4.9399999999999995,33008.0,,0533,
1771,"ZCTA5 71933, ArkansasRockingham County, New Hampshire",296839.0,283468.0,2004.0,496.0,4977.0,100.0,1708.0,4086.0,290631.0,82.1,80.4,84.0,115656.0,5.13,67856.0,,0533,
1772,"ZCTA5 71935, ArkansasStrafford County, New Hampshire",123951.0,116311.0,1243.0,286.0,3191.0,44.0,577.0,2299.0,121692.0,79.0,78.0,80.0,47422.0,4.949999999999999,25614.0,,0533,
1773,"ZCTA5 71937, ArkansasWarren County, New Jersey",110718.0,100024.0,3818.0,197.0,2674.0,30.0,1998.0,1977.0,102980.0,83.3,81.4,84.8,42278.0,5.109999999999999,26119.0,,0534,
1774,"ZCTA5 71940, ArkansasSalem County, New Jersey",67735.0,54209.0,9475.0,245.0,562.0,10.0,1754.0,1480.0,63208.0,84.3,81.1,87.6,25993.0,4.91,15885.0,,0534,
1775,"ZCTA5 71941, ArkansasSomerset County, New Jersey",325542.0,228652.0,28949.0,564.0,45655.0,94.0,13373.0,8255.0,283415.0,80.6,78.6,82.8,118614.0,5.16,81327.0,,0534,
1776,"ZCTA5 71943, ArkansasSussex County, New Jersey",154086.0,143621.0,2687.0,260.0,2675.0,37.0,2316.0,2490.0,143749.0,79.19999999999999,76.8,81.0,56556.0,5.33,37090.0,,0534,
1777,"ZCTA5 71944, ArkansasUnion County, New Jersey",537272.0,329699.0,118322.0,2119.0,24839.0,163.0,45559.0,16571.0,390424.0,75.3,73.8,76.5,188399.0,5.57,131469.0,,0534,
1778,"ZCTA5 71945, ArkansasMercer County, New Jersey",367950.0,226365.0,74320.0,1225.0,32754.0,295.0,22879.0,10112.0,312579.0,80.9,80.4,80.9,133719.0,5.16,83330.0,,0534,
1779,"ZCTA5 71953, ArkansasMiddlesex County, New Jersey",824740.0,488674.0,78508.0,3005.0,173389.0,256.0,56655.0,24253.0,675364.0,82.7,79.6,85.5,287460.0,5.15,188799.0,,0534,
1780,"ZCTA5 71949, ArkansasMonmouth County, New Jersey",632369.0,522655.0,46447.0,1213.0,31266.0,211.0,18190.0,12387.0,571414.0,84.3,83.5,85.1,234762.0,5.21,150764.0,,0534,
1781,"ZCTA5 71950, ArkansasMorris County, New Jersey",493151.0,407511.0,15367.0,816.0,44073.0,106.0,14919.0,10359.0,436653.0,84.19999999999999,82.5,85.8,180894.0,5.11,117912.0,,0534,
1782,"ZCTA5 71952, ArkansasOcean County, New Jersey",576712.0,524716.0,18165.0,968.0,10083.0,129.0,14166.0,8485.0,528913.0,94.1,93.30000000000001,95.5,221174.0,4.88,134942.0,,0534,
1783,"ZCTA5 71956, ArkansasCamden County, New Jersey",515539.0,337028.0,100600.0,1621.0,26261.0,166.0,36378.0,13485.0,442357.0,79.19999999999999,76.6,81.0,191726.0,5.17,125554.0,,0534,
1784,"ZCTA5 71957, ArkansasAtlantic County, New Jersey",277682.0,182589.0,44150.0,1073.0,20597.0,94.0,20234.0,8945.0,231376.0,92.6,90.2,94.9,104273.0,4.72,64420.0,,0534,
1785,"ZCTA5 71958, ArkansasBergen County, New Jersey",907641.0,653012.0,52600.0,2072.0,131338.0,229.0,45636.0,22754.0,762310.0,83.4,79.30000000000001,88.0,336742.0,5.050000000000001,204972.0,,0534,
1786,"ZCTA5 71959, ArkansasBurlington County, New Jersey",449488.0,332067.0,74510.0,991.0,19395.0,220.0,9206.0,13099.0,420631.0,86.19999999999999,85.0,87.5,166636.0,4.99,104407.0,,0534,
1787,"ZCTA5 71960, ArkansasHunterdon County, New Jersey",129732.0,118571.0,3453.0,176.0,4195.0,37.0,1584.0,1716.0,122967.0,90.7,89.3,92.0,47761.0,4.96,30487.0,,0534,
1788,"ZCTA5 71961, ArkansasCape May County, New Jersey",98268.0,88337.0,4565.0,213.0,834.0,36.0,2402.0,1881.0,92197.0,91.1,89.19999999999999,92.7,41220.0,4.779999999999999,18592.0,,0534,
1789,"ZCTA5 71962, ArkansasCumberland County, New Jersey",157690.0,99000.0,31946.0,1746.0,1908.0,59.0,17494.0,5537.0,115226.0,82.6,80.7,84.9,52271.0,5.12,37850.0,,0534,
1790,"ZCTA5 71964, ArkansasEssex County, New Jersey",787895.0,337641.0,320495.0,3084.0,35812.0,286.0,65718.0,24859.0,628693.0,75.9,73.8,78.1,285181.0,5.35,195918.0,,0534,
1791,"ZCTA5 71965, ArkansasGloucester County, New Jersey",288603.0,241194.0,29006.0,504.0,7615.0,95.0,4055.0,6134.0,274891.0,87.5,86.5,88.5,104410.0,4.99,70320.0,,0534,
1792,"ZCTA5 71968, ArkansasHudson County, New Jersey",638983.0,347182.0,84067.0,4103.0,84948.0,353.0,90436.0,27894.0,370992.0,76.5,74.80000000000001,78.1,248283.0,5.0,132234.0,,0534,
1793,"ZCTA5 71969, ArkansasPassaic County, New Jersey",501602.0,314354.0,64295.0,3354.0,25099.0,156.0,75735.0,18609.0,315925.0,85.2,83.30000000000001,87.0,166940.0,5.37,124698.0,,0534,
1794,"ZCTA5 71970, ArkansasChaves County, New Mexico",66437.0,47291.0,1323.0,820.0,416.0,52.0,14399.0,2136.0,32293.0,83.4,80.3,85.9,24050.0,4.91,18528.0,,0535,
1795,"ZCTA5 71971, ArkansasCatron County, New Mexico",4238.0,3777.0,54.0,111.0,8.0,0.0,162.0,126.0,3499.0,94.6,92.8,94.8,1982.0,4.66,718.0,,0535,
1796,"ZCTA5 71972, ArkansasBernalillo County, New Mexico",662873.0,459953.0,19655.0,31749.0,15525.0,695.0,105847.0,29449.0,345781.0,69.9,67.5,72.0,266120.0,5.03,159210.0,,0535,
1797,"ZCTA5 72005, ArkansasGuadalupe County, New Mexico",4935.0,3536.0,79.0,96.0,62.0,0.0,1004.0,158.0,1195.0,82.6,78.5,88.1,1866.0,4.8100000000000005,1072.0,,0535,
1798,"ZCTA5 71999, ArkansasCibola County, New Mexico",27919.0,11895.0,444.0,11162.0,154.0,27.0,3375.0,862.0,17969.0,56.6,56.4,57.199999999999996,8860.0,2.79,6835.0,,0535,
1799,"ZCTA5 72001, ArkansasColfax County, New Mexico",14316.0,12055.0,73.0,213.0,50.0,7.0,1420.0,498.0,7807.0,87.30000000000001,89.0,86.9,6237.0,4.720000000000001,2975.0,,0535,
1800,"ZCTA5 72002, ArkansasCurry County, New Mexico",62510.0,45492.0,4244.0,658.0,710.0,53.0,9082.0,2271.0,42307.0,68.4,66.7,70.5,23277.0,5.279999999999999,17310.0,,0535,
1801,"ZCTA5 72003, ArkansasDe Baca County, New Mexico",2768.0,2476.0,31.0,13.0,1.0,0.0,161.0,86.0,1986.0,89.6,90.0,88.69999999999999,1235.0,4.52,596.0,,0535,
1802,"ZCTA5 72004, ArkansasDo?a Ana County, New Mexico",210544.0,155272.0,4628.0,3150.0,2237.0,185.0,38720.0,6352.0,72975.0,73.5,68.4,77.5,76041.0,5.29,56182.0,,0535,
1803,"ZCTA5 72006, ArkansasEddy County, New Mexico",56432.0,43137.0,1796.0,816.0,359.0,24.0,8660.0,1640.0,32647.0,81.69999999999999,79.1,84.0,21570.0,4.83,14614.0,,0535,
1804,"ZCTA5 72007, ArkansasGrant County, New Mexico",36222.0,31497.0,303.0,442.0,156.0,25.0,2872.0,927.0,21794.0,81.19999999999999,78.7,83.2,15027.0,5.05,8275.0,,0535,
1805,"ZCTA5 72010, ArkansasMora County, New Mexico",11458.0,9595.0,202.0,104.0,23.0,2.0,1246.0,286.0,7282.0,84.6,82.9,85.9,4661.0,4.890000000000001,2720.0,,0535,
1806,"ZCTA5 72011, ArkansasHarding County, New Mexico",4769.0,4496.0,43.0,26.0,6.0,0.0,135.0,63.0,4335.0,91.9,90.9,92.7,1802.0,4.79,1201.0,,0535,
1807,"ZCTA5 72012, ArkansasHidalgo County, New Mexico",16880.0,15226.0,485.0,144.0,79.0,7.0,592.0,347.0,13862.0,75.9,74.3,77.19999999999999,6494.0,5.1,4517.0,,0535,
1808,"ZCTA5 72013, ArkansasLea County, New Mexico",66924.0,50654.0,2664.0,782.0,334.0,36.0,10767.0,1687.0,33835.0,73.8,73.2,74.6,23103.0,5.35,19560.0,,0535,
1809,"ZCTA5 72014, ArkansasLincoln County, New Mexico",20557.0,17499.0,96.0,489.0,75.0,10.0,1880.0,508.0,14446.0,94.4,98.2,92.5,9246.0,4.43,3900.0,,0535,
1810,"ZCTA5 72015, ArkansasLos Alamos County, New Mexico",45257.0,40003.0,1781.0,322.0,1257.0,20.0,978.0,896.0,41431.0,79.19999999999999,77.6,80.9,17870.0,4.9,11521.0,,0535,
1811,"ZCTA5 72016, ArkansasLuna County, New Mexico",28363.0,22521.0,438.0,331.0,123.0,19.0,4193.0,738.0,12845.0,80.1,78.80000000000001,81.3,10827.0,5.21,7437.0,,0535,
1812,"ZCTA5 72017, ArkansasOtero County, New Mexico",64523.0,46844.0,2482.0,4271.0,749.0,153.0,7353.0,2671.0,42489.0,80.8,81.4,81.6,24763.0,4.9399999999999995,16119.0,,0535,
1813,"ZCTA5 72019, ArkansasMcKinley County, New Mexico",94838.0,32886.0,916.0,54069.0,723.0,24.0,3796.0,2424.0,84718.0,69.6,67.3,72.1,30842.0,5.84,28236.0,,0535,
1814,"ZCTA5 72020, ArkansasSierra County, New Mexico",16283.0,14409.0,88.0,219.0,50.0,3.0,1070.0,444.0,12866.0,96.9,95.6,98.4,7630.0,4.49,2920.0,,0535,
1815,"ZCTA5 72021, ArkansasQuay County, New Mexico",13389.0,10152.0,1959.0,125.0,123.0,4.0,674.0,352.0,9501.0,89.4,86.0,92.4,5893.0,4.5600000000000005,2984.0,,0535,
1816,"ZCTA5 72022, ArkansasRio Arriba County, New Mexico",54516.0,33230.0,1242.0,6505.0,415.0,13.0,11535.0,1576.0,25286.0,74.8,73.5,76.2,21576.0,4.97,13622.0,,0535,
1817,"ZCTA5 72023, ArkansasRoosevelt County, New Mexico",54872.0,48159.0,855.0,436.0,594.0,26.0,3477.0,1325.0,45711.0,64.3,62.5,66.1,20159.0,5.279999999999999,15256.0,,0535,
1818,"ZCTA5 72024, ArkansasSandoval County, New Mexico",135338.0,92824.0,3131.0,16957.0,1928.0,177.0,15187.0,5134.0,89104.0,78.8,75.5,81.7,49135.0,5.17,36065.0,,0535,
1819,"ZCTA5 72025, ArkansasSan Juan County, New Mexico",130891.0,67876.0,760.0,47643.0,485.0,74.0,9507.0,4546.0,106095.0,74.1,72.80000000000001,76.0,44744.0,5.380000000000001,37862.0,,0535,
1820,"ZCTA5 72026, ArkansasSan Miguel County, New Mexico",29786.0,19898.0,483.0,509.0,228.0,37.0,7479.0,1152.0,7201.0,88.5,87.6,90.6,12149.0,4.64,6539.0,,0535,
1821,"ZCTA5 72027, ArkansasSanta Fe County, New Mexico",145587.0,111123.0,1292.0,4502.0,1682.0,108.0,21732.0,5148.0,72550.0,82.9,81.19999999999999,84.6,62511.0,4.869999999999999,30588.0,,0535,
1822,"ZCTA5 72029, ArkansasSocorro County, New Mexico",19778.0,14648.0,793.0,2096.0,220.0,8.0,1483.0,530.0,11055.0,79.6,76.0,82.69999999999999,7862.0,4.6899999999999995,4674.0,,0535,
1823,"ZCTA5 72538, ArkansasTaos County, New Mexico",33369.0,23063.0,143.0,2032.0,219.0,10.0,6296.0,1606.0,14988.0,91.9,90.7,93.2,14984.0,4.62,6877.0,,0535,
1824,"ZCTA5 71973, ArkansasTorrance County, New Mexico",17807.0,13517.0,224.0,407.0,71.0,8.0,2841.0,739.0,10902.0,72.3,71.6,73.0,6757.0,5.41,4411.0,,0535,
1825,"ZCTA5 71998, ArkansasUnion County, New Mexico",4870.0,3949.0,154.0,90.0,23.0,1.0,537.0,116.0,3053.0,60.9,58.5,66.9,1709.0,4.0,930.0,,0535,
1826,"ZCTA5 72534, ArkansasValencia County, New Mexico",77889.0,57333.0,1072.0,2916.0,406.0,55.0,13051.0,3056.0,33270.0,77.4,76.0,78.7,28024.0,5.25,20493.0,,0535,
1827,"ZCTA5 72536, ArkansasGenesee County, New York",60508.0,56206.0,1612.0,685.0,359.0,4.0,576.0,1066.0,58887.0,92.2,90.0,94.7,23918.0,4.640000000000001,13334.0,,0536,
1828,"ZCTA5 72537, ArkansasGreene County, New York",50026.0,45222.0,2826.0,148.0,392.0,20.0,555.0,863.0,47594.0,99.2,98.6,99.19999999999999,20201.0,4.4399999999999995,9592.0,,0536,
1829,"ZCTA5 72539, ArkansasLivingston County, New York",65646.0,61612.0,1598.0,189.0,786.0,18.0,495.0,948.0,63844.0,87.6,87.4,88.1,24516.0,4.8,13271.0,,0536,
1830,"ZCTA5 72540, ArkansasHerkimer County, New York",64668.0,62454.0,700.0,158.0,332.0,11.0,230.0,783.0,63616.0,88.6,85.6,93.1,26388.0,4.73,14324.0,,0536,
1831,"ZCTA5 72542, ArkansasHamilton County, New York",8662.0,8373.0,41.0,62.0,34.0,5.0,20.0,127.0,8548.0,98.69999999999999,98.0,99.5,3904.0,4.43,1634.0,,0536,
1832,"ZCTA5 72543, ArkansasJefferson County, New York",128764.0,115107.0,5918.0,659.0,1544.0,300.0,1812.0,3424.0,122281.0,78.5,75.2,81.7,48720.0,4.84,32197.0,,0536,
1833,"ZCTA5 72544, ArkansasKings County, New York",2505336.0,1072645.0,860085.0,13525.0,262277.0,1243.0,219229.0,76332.0,2009047.0,86.9,84.8,89.0,917142.0,4.91,594467.0,,0536,
1834,"ZCTA5 72546, ArkansasLewis County, New York",27268.0,26645.0,184.0,53.0,75.0,16.0,56.0,239.0,26911.0,89.4,85.7,93.0,10596.0,4.76,6739.0,,0536,
1835,"ZCTA5 72550, ArkansasNiagara County, New York",217454.0,192628.0,14858.0,2290.0,1823.0,62.0,1108.0,4685.0,212757.0,82.9,81.9,84.0,90949.0,4.85,46713.0,,0536,
